property_id, location_zip, seating_type, clue_small_area, trading_name, x_coordinate, location_city, location_state, number_of_seats, ogc_fid, industry_anzsic4_description, y_coordinate, census_year, street_address
"105383",null,"Seats - Outdoor","Melbourne (CBD)","Delhi Rocks","144.9553894",null,null,"10",11819,"Cafes and Restaurants","-37.81500707","2017","212-224 King Street"
"616030",null,"Seats - Indoor","Kensington","Spinifex Cafe","144.9300585",null,null,"32",11828,"Cafes and Restaurants","-37.79405204","2017","192-194 Bellair Street"
"108097",null,"Seats - Outdoor","Melbourne (CBD)","Red Cliff Chinese Restaurant","144.9599448",null,null,"2",11841,"Cafes and Restaurants","-37.81247811","2017","254-258 Queen Street"
"616043",null,"Seats - Outdoor","Kensington","White Rabbit Record Bar","144.9299348",null,null,"25",11868,"Cafes and Restaurants","-37.7936563","2017","176 Bellair Street"
"627740",null,"Seats - Indoor","Parkville","Shanti Bhagwan Cafe","144.9612468",null,null,"25",11875,"Cafes and Restaurants","-37.79739836","2017","230 Grattan Street"
"105726",null,"Seats - Indoor","Melbourne (CBD)","Jang Gun Restuarant","144.9560169",null,null,"48",11895,"Cafes and Restaurants","-37.8134766","2017","550 Lonsdale Street"
"108271",null,"Seats - Indoor","North Melbourne","Reynolds St Takeaway","144.9376573",null,null,"4",11899,"Takeaway Food Services","-37.7972278","2017","19 Reynolds Street"
"103908",null,"Seats - Indoor","Parkville","Subway","144.9501914",null,null,"20",11900,"Cafes and Restaurants","-37.79382016","2017","48-50 Flemington Road"
"103710",null,"Seats - Indoor","Carlton","Market Lane Coffee","144.9684894",null,null,"2",11903,"Cafes and Restaurants","-37.79857335","2017","176-178 Faraday Street"
"109309",null,"Seats - Indoor","Melbourne (CBD)","Five Plus Green Smoothie","144.9640475",null,null,"10",11912,"Takeaway Food Services","-37.81076317","2017","319-323 Swanston Street"
"103957",null,"Seats - Indoor","Melbourne (CBD)","Mr Huang Jin","144.9566017",null,null,"31",11921,"Cafes and Restaurants","-37.81988484","2017","517-537 Flinders Lane"
"101137",null,"Seats - Indoor","Melbourne (CBD)","Momo Station","144.9665978",null,null,"28",11938,"Cafes and Restaurants","-37.81376503","2017","235-251 Bourke Street"
"103953",null,"Seats - Indoor","Melbourne (CBD)","Cafe Del Corso","144.9627445",null,null,"53",11948,"Cafes and Restaurants","-37.81786011","2017","353-355 Flinders Lane"
"100729",null,"Seats - Outdoor","Melbourne (CBD)","Curry Vault ","144.9605225",null,null,"6",11975,"Cafes and Restaurants","-37.81642893","2017","18-20 Bank Place"
"106772",null,"Seats - Indoor","Parkville","Parkville Store","144.9556719",null,null,"30",11981,"Cafes and Restaurants","-37.79525038","2017","52 Morrah Street"
"105724",null,"Seats - Indoor","Melbourne (CBD)","Nick's Spaghetti Bar","144.9557716",null,null,"100",11987,"Cafes and Restaurants","-37.81386782","2017","556-558 Lonsdale Street"
"632898",null,"Seats - Indoor","Docklands","Salud Espresso Bar","144.9490176",null,null,"35",12020,"Cafes and Restaurants","-37.81792089","2017","706-738 Bourke Street"
"611394",null,"Seats - Indoor","Melbourne (CBD)","Tokyo Maki","144.9565185",null,null,"44",12032,"Cafes and Restaurants","-37.82099397","2017","545-557 Flinders Street"
"103307",null,"Seats - Outdoor","Melbourne (CBD)","Nando's ","144.9614913",null,null,"18",12038,"Cafes and Restaurants","-37.80985709","2017","380 Elizabeth Street"
"573414",null,"Seats - Indoor","Docklands","Sushi Wang","144.9451224",null,null,"45",12046,"Cafes and Restaurants","-37.81888389","2017","788-812 Bourke Street"
"101156",null,"Seats - Indoor","Melbourne (CBD)","Sake Jr","144.9578132",null,null,"120",12066,"Cafes and Restaurants","-37.81636534","2017","535 Bourke Street"
"106153",null,"Seats - Indoor","Carlton","Jimmy Watsons ","144.9671779",null,null,"120",12080,"Cafes and Restaurants","-37.7975082","2017","331-335 Lygon Street"
"101660",null,"Seats - Indoor","Carlton","Le Miel Et Le Lune","144.9663778",null,null,"35",12092,"Cafes and Restaurants","-37.79685803","2017","330-332 Cardigan Street"
"109709",null,"Seats - Indoor","West Melbourne (Residential)","Clever Polly's","144.9510931",null,null,"30",12134,"Pubs, Taverns and Bars","-37.80556778","2017","313 Victoria Street"
"578095",null,"Seats - Outdoor","Docklands","St. Brew","144.9508705",null,null,"40",12135,"Cafes and Restaurants","-37.81949297","2017","694-704 Collins Street"
"103711",null,"Seats - Indoor","Carlton","The Carlton Wine Room","144.9685856",null,null,"126",12147,"Cafes and Restaurants","-37.79858383","2017","172-174 Faraday Street"
"108228",null,"Seats - Indoor","Carlton","Osc&r On Rathdowne ","144.9711917",null,null,"30",12157,"Cafes and Restaurants","-37.79514419","2017","180 Rathdowne Street"
"103957",null,"Seats - Indoor","Melbourne (CBD)","Altius Coffee Brewers","144.9566017",null,null,"6",12166,"Takeaway Food Services","-37.81988484","2017","517-537 Flinders Lane"
"103180",null,"Seats - Indoor","Melbourne (CBD)","Subway","144.9627079",null,null,"17",12171,"Takeaway Food Services","-37.81388737","2017","187-193 Elizabeth Street"
"103380",null,"Seats - Indoor","Kensington","Local Folk Cafe","144.9256097",null,null,"60",12172,"Cafes and Restaurants","-37.79223674","2017","43 Epsom Road"
"102117",null,"Seats - Indoor","Melbourne (CBD)","O-Bento","144.9574732",null,null,"75",12180,"Cafes and Restaurants","-37.81753383","2017","500-514 Collins Street"
"102086",null,"Seats - Indoor","Melbourne (CBD)","Lindt Chocolat Cafe","144.9649331",null,null,"38",12183,"Cafes and Restaurants","-37.81662781","2017","271-285 Collins Street"
"102197",null,"Seats - Indoor","Melbourne (CBD)","Oli Levi","144.9692543",null,null,"20",12189,"Cafes and Restaurants","-37.81302823","2017","20-26 Coromandel Place"
"105968",null,"Seats - Indoor","Melbourne (CBD)","Magic Mountain Saloon","144.971442",null,null,"120",12195,"Pubs, Taverns and Bars","-37.81280958","2017","62-66 Little Collins Street"
"110144",null,"Seats - Indoor","Melbourne (CBD)","Berto's Bar","144.9580871",null,null,"50",12198,"Cafes and Restaurants","-37.81476776","2017","178-188 William Street"
"102103",null,"Seats - Outdoor","Melbourne (CBD)","Bonnie Coffee Brewers","144.9581185",null,null,"12",12207,"Takeaway Food Services","-37.81853877","2017","487-503 Collins Street"
"110708",null,"Seats - Outdoor","Melbourne (CBD)","Mr Nice Guy","144.9560169",null,null,"10",12212,"Cafes and Restaurants","-37.8134766","2017","535 Little Lonsdale Street"
"103226",null,"Seats - Indoor","Melbourne (CBD)","Menya Ramen","144.9602369",null,null,"94",12218,"Cafes and Restaurants","-37.80880991","2017","437-439 Elizabeth Street"
"612698",null,"Seats - Outdoor","Parkville","Corner Cafe & Convenience Store","144.9391831",null,null,"6",12234,"Cafes and Restaurants","-37.77625457","2017","52-62 Cade Way"
"102146",null,"Seats - Indoor","Melbourne (CBD)","Dymocks","144.9656577",null,null,"79",12238,"Newspaper and Book Retailing","-37.81541957","2017","234-250 Collins Street"
"601809",null,"Seats - Indoor","Docklands","Aria Bar & Events","144.9390269",null,null,"480",12239,"Cafes and Restaurants","-37.81517782","2017","425-427 Docklands Drive"
"106090",null,"Seats - Outdoor","Carlton","Universal Pizza","144.966075",null,null,"30",12248,"Cafes and Restaurants","-37.80391066","2017","135-137 Lygon Street"
"104012",null,"Seats - Indoor","Melbourne (CBD)","Bonbons Bakery Flinders Street","144.9661689",null,null,"16",12256,"Other Specialised Food Retailing","-37.81748213","2017","244-248 Flinders Street"
"110611",null,"Seats - Outdoor","Southbank","ACCA Cafe","144.9671699",null,null,"6",12276,"Takeaway Food Services","-37.82656258","2017","101-111 Sturt Street"
"108536",null,"Seats - Indoor","Melbourne (CBD)","Portland Hotel","144.9681892",null,null,"100",12286,"Pubs, Taverns and Bars","-37.81367486","2017","115-127 Russell Street"
"101789",null,"Seats - Indoor","Melbourne (CBD)","Yen Sushi Noodle","144.9655966",null,null,"7",12295,"Takeaway Food Services","-37.8166033","2017","252-254 Flinders Lane"
"110010",null,"Seats - Outdoor","East Melbourne","Hard Pressed","144.987555",null,null,"6",12314,"Cafes and Restaurants","-37.81637751","2017","76 Wellington Parade"
"105698",null,"Seats - Indoor","Melbourne (CBD)","Toyko Pop","144.9638386",null,null,"60",12327,"Cafes and Restaurants","-37.81245199","2017","269-321 Lonsdale Street"
"589841",null,"Seats - Outdoor","Melbourne (CBD)","Chocolateria San Churro QV","144.9657034",null,null,"60",12329,"Cafes and Restaurants","-37.810658","2017","221 Little Lonsdale Street"
"108627",null,"Seats - Outdoor","Melbourne (Remainder)","Aromatic Espresso","144.9770428",null,null,"24",12348,"Cafes and Restaurants","-37.83774553","2017","415-421 St Kilda Road"
"103070",null,"Seats - Outdoor","Carlton","Soap Bar","144.9724194",null,null,"6",12353,"Laundry and Dry-Cleaning Services","-37.79790085","2017","63 Elgin Street"
"105961",null,"Seats - Indoor","Melbourne (CBD)","Laurent Boulangerie Patisserie","144.9643486",null,null,"80",12366,"Cafes and Restaurants","-37.81473293","2017","304-306 Little Collins Street"
"103326",null,"Seats - Indoor","Melbourne (CBD)","Migo's","144.9649678",null,null,"24",12367,"Takeaway Food Services","-37.81719024","2017","281-291 Flinders Lane"
"604125",null,"Seats - Indoor","Docklands","Woolshed Pub","144.9435654",null,null,"444",12368,"Pubs, Taverns and Bars","-37.8165193","2017","143-175 Harbour Esplanade"
"110100",null,"Seats - Indoor","Melbourne (CBD)","The Essoign Club","144.9571446",null,null,"200",12394,"Clubs (Hospitality)","-37.81427718","2017","205-221 William Street"
"101186",null,"Seats - Indoor","Melbourne (CBD)","Corner & Bench","144.961492",null,null,"32",12412,"Cafes and Restaurants","-37.81443611","2017","408-412 Bourke Street"
"101581",null,"Seats - Indoor","Carlton","Soul Soup Cafe","144.9642791",null,null,"26",12421,"Takeaway Food Services","-37.80543863","2017","55 Cardigan Street"
"110843",null,"Seats - Indoor","Docklands","Hungry Jacks","144.951187",null,null,"52",12423,"Cafes and Restaurants","-37.81501701","2017","163-261 Spencer Street"
"105860",null,"Seats - Indoor","Melbourne (CBD)","Melbourne Hwaro Korean BBQ Restaurant","144.9556694",null,null,"72",12426,"Cafes and Restaurants","-37.81501703","2017","562-566 Little Bourke Street"
"103225",null,"Seats - Indoor","Melbourne (CBD)","Rose Garden Barbecue Shop","144.9603439",null,null,"32",12430,"Cafes and Restaurants","-37.80885861","2017","433-435 Elizabeth Street"
"105674",null,"Seats - Indoor","Melbourne (CBD)","Pomodoro Sardo","144.9691194",null,null,"76",12437,"Cafes and Restaurants","-37.81053336","2017","107-111 Lonsdale Street"
"102002",null,"Seats - Indoor","East Melbourne","Square & Compass","144.9841154",null,null,"64",12451,"Cafes and Restaurants","-37.80970632","2017","214-222 Clarendon Street"
"104654",null,"Seats - Indoor","Melbourne (CBD)","Big Boy BBQ","144.9612664",null,null,"40",12455,"Cafes and Restaurants","-37.81398752","2017","27-31 Hardware Lane"
"101177",null,"Seats - Outdoor","Melbourne (CBD)","Cafe Euro Food & Wine Bar","144.9591969",null,null,"30",12460,"Cafes and Restaurants","-37.81499761","2017","486-492 Bourke Street"
"573414",null,"Seats - Indoor","Docklands","The Harbour Kitchen","144.9451224",null,null,"200",12467,"Catering Services","-37.81888389","2017","788-812 Bourke Street"
"102078",null,"Seats - Indoor","Melbourne (CBD)","Box On Collins Restaurant","144.9677066",null,null,"80",12469,"Cafes and Restaurants","-37.81546677","2017","189 Collins Street"
"110140",null,"Seats - Indoor","Melbourne (CBD)","Brother Thomas Coffee","144.9565783",null,null,"45",12472,"Cafes and Restaurants","-37.81124428","2017","330-352 William Street"
"106149",null,"Seats - Indoor","Carlton","Milk The Cow","144.9671258",null,null,"80",12473,"Cafes and Restaurants","-37.79777439","2017","323 Lygon Street"
"600456",null,"Seats - Outdoor","Port Melbourne","Designed For Livin","144.9362954",null,null,"4",12477,"Other Personal Services n.e.c.","-37.82366685","2017","874-886 Lorimer Street"
"589841",null,"Seats - Indoor","Melbourne (CBD)","Father's Office","144.9657034",null,null,"170",12493,"Pubs, Taverns and Bars","-37.810658","2017","221 Little Lonsdale Street"
"612820",null,"Seats - Outdoor","Melbourne (CBD)","Roll'D Vietnamese Kitchen ","144.9573923",null,null,"30",12497,"Cafes and Restaurants","-37.81531863","2017","181 William Street"
"628714",null,"Seats - Indoor","Docklands","Mr Collins","144.9494345",null,null,"35",12531,"Cafes and Restaurants","-37.82089145","2017","733-747 Collins Street"
"109327",null,"Seats - Outdoor","Carlton","Rydges on Swanston","144.963382",null,null,"25",12533,"Accommodation","-37.80141859","2017","701-713 Swanston Street"
"612820",null,"Seats - Outdoor","Melbourne (CBD)","Sakae","144.9573923",null,null,"20",12545,"Cafes and Restaurants","-37.81531863","2017","181 William Street"
"108593",null,"Seats - Indoor","Melbourne (CBD)","Lucy Liu's Kitchen & Bar","144.9698948",null,null,"100",12550,"Cafes and Restaurants","-37.81599798","2017","24-30 Russell Street"
"105325",null,"Seats - Indoor","West Melbourne (Residential)","Ssarim's Cafe","144.9532514",null,null,"18",12602,"Cafes and Restaurants","-37.81166257","2017","369-379 King Street"
"641556",null,"Seats - Indoor","Melbourne (CBD)","Pho 24","144.9535531",null,null,"90",12605,"Cafes and Restaurants","-37.8153588","2017","220 Spencer Street"
"108653",null,"Seats - Indoor","Southbank","Mezz Bar","144.9682264",null,null,"20",12606,"Pubs, Taverns and Bars","-37.82094188","2017","100 St Kilda Road"
"108026",null,"Seats - Outdoor","Carlton","The Queensberry Pour House","144.9620274",null,null,"2",12625,"Cafes and Restaurants","-37.80421363","2017","210 Queensberry Street"
"101028",null,"Seats - Indoor","Melbourne (CBD)","Fraser Place Melbourne","144.9679206",null,null,"46",12651,"Accommodation","-37.8090516","2017","10-14 Bennetts Lane"
"101788",null,"Seats - Outdoor","Melbourne (CBD)","Cafe Vicolino","144.9654744",null,null,"16",12659,"Cafes and Restaurants","-37.81664468","2017","258-260 Flinders Lane"
"105726",null,"Seats - Outdoor","Melbourne (CBD)","Suda","144.9560169",null,null,"8",12662,"Cafes and Restaurants","-37.8134766","2017","550 Lonsdale Street"
"617402",null,"Seats - Outdoor","North Melbourne","Bakehouse Cafe","144.9414027",null,null,"4",12667,"Bakery Product Manufacturing (Non-factory based)","-37.79501722","2017","11-41 Melrose Street"
"575820",null,"Seats - Indoor","Southbank","Chelsini's ","144.962154",null,null,"10",12681,"Takeaway Food Services","-37.82167834","2017","1-9 Freshwater Place"
"103419",null,"Seats - Indoor","North Melbourne","Snax Deli","144.9492871",null,null,"36",12686,"Cafes and Restaurants","-37.80323404","2017","81 Errol Street"
"105746",null,"Seats - Outdoor","Melbourne (CBD)","Equinox Bar Restaurant","144.9630189",null,null,"70",12691,"Cafes and Restaurants","-37.81073331","2017","183-265 La Trobe Street"
"101789",null,"Seats - Outdoor","Melbourne (CBD)","Cafe Issus","144.9655966",null,null,"12",12692,"Cafes and Restaurants","-37.8166033","2017","252-254 Flinders Lane"
"105928",null,"Seats - Indoor","Melbourne (CBD)","Caffe E Biscotti","144.9642254",null,null,"60",12694,"Cafes and Restaurants","-37.81528948","2017","317-321 Little Collins Street"
"105950",null,"Seats - Indoor","Melbourne (CBD)","Boombap","144.957088",null,null,"4",12698,"Takeaway Food Services","-37.81686865","2017","520-536 Little Collins Street"
"105712",null,"Seats - Outdoor","Melbourne (CBD)","Cafe Dominoes","144.9566434",null,null,"30",12709,"Cafes and Restaurants","-37.81427826","2017","525-539 Lonsdale Street"
"609314",null,"Seats - Outdoor","Docklands","Cafe 198","144.9449612",null,null,"8",12720,"Cafes and Restaurants","-37.81396231","2017","194-206 Harbour Esplanade"
"106094",null,"Seats - Outdoor","Carlton","The Dessert Box","144.9661056",null,null,"18",12735,"Cafes and Restaurants","-37.80373308","2017","147 Lygon Street"
"609480",null,"Seats - Indoor","Docklands","Merchant Society","144.9434599",null,null,"70",12743,"Cafes and Restaurants","-37.82044558","2017","829-843 Bourke Street"
"109284",null,"Seats - Outdoor","Melbourne (CBD)","Soul Cafe","144.9649993",null,null,"30",12744,"Cafes and Restaurants","-37.81309229","2017","191-205 Swanston Street"
"110139",null,"Seats - Indoor","Melbourne (CBD)","Radisson On Flagstaff Gardens","144.9561202",null,null,"90",12754,"Accommodation","-37.81032314","2017","370-384 William Street"
"578324",null,"Seats - Outdoor","Melbourne (CBD)","Transit Rooftop Bar","144.9699175",null,null,"104",12755,"Pubs, Taverns and Bars","-37.81784465","2017","2 Swanston Street"
"575820",null,"Seats - Indoor","Southbank","Blossom Espresso ","144.962154",null,null,"28",12763,"Cafes and Restaurants","-37.82167834","2017","1-9 Freshwater Place"
"106096",null,"Seats - Indoor","Carlton","Tank Fish And Chippery ","144.9661179",null,null,"20",12770,"Cafes and Restaurants","-37.80366248","2017","151 Lygon Street"
"110147",null,"Seats - Outdoor","Melbourne (CBD)","Tempo Bar & Cafe","144.9589224",null,null,"20",12778,"Cafes and Restaurants","-37.81630648","2017","114-128 William Street"
"105681",null,"Seats - Outdoor","Melbourne (CBD)","Dhaka Restaurant & Supplies","144.9681529",null,null,"4",12797,"Takeaway Food Services","-37.81081665","2017","145-147 Lonsdale Street"
"109994",null,"Seats - Indoor","East Melbourne","Da Bruno Ristorante Pizza","144.9843025",null,null,"72",12806,"Cafes and Restaurants","-37.81583642","2017","170-176 Wellington Parade"
"101176",null,"Seats - Outdoor","Melbourne (CBD)","Earl Canteen","144.9587607",null,null,"6",12851,"Cafes and Restaurants","-37.81494883","2017","494-512 Bourke Street"
"105389",null,"Seats - Indoor","Melbourne (CBD)","Burger Edge","144.9557168",null,null,"6",12855,"Takeaway Food Services","-37.81571633","2017","184 King Street"
"110091",null,"Seats - Outdoor","Melbourne (CBD)","Kobab","144.9591876",null,null,"8",12881,"Takeaway Food Services","-37.8192157","2017","15-33 William Street"
"102141",null,"Seats - Indoor","Melbourne (CBD)","The Charles Dickens Tavern","144.9645574",null,null,"120",12895,"Pubs, Taverns and Bars","-37.81567229","2017","280-292 Collins Street"
"573414",null,"Seats - Outdoor","Docklands","Rhumba's At Nab","144.9451224",null,null,"36",12898,"Cafes and Restaurants","-37.81888389","2017","788-812 Bourke Street"
"602997",null,"Seats - Indoor","Melbourne (CBD)","Dumpling King","144.9701092",null,null,"32",12905,"Cafes and Restaurants","-37.81281453","2017","121 Exhibition Street"
"106107",null,"Seats - Indoor","Carlton","Buenos Aires Steakhouse","144.966488",null,null,"45",12917,"Cafes and Restaurants","-37.8011904","2017","189 Lygon Street"
"102158",null,"Seats - Outdoor","Melbourne (CBD)","Doc Martins","144.9705847",null,null,"12",12923,"Cafes and Restaurants","-37.81393777","2017","86-88 Collins Street"
"109395",null,"Seats - Outdoor","Melbourne (CBD)","Ghin Khao","144.9653591",null,null,"12",12925,"Cafes and Restaurants","-37.81218452","2017","242 Swanston Street"
"105679",null,"Seats - Indoor","Melbourne (CBD)","Boom Boom Fry","144.96853",null,null,"9",12938,"Takeaway Food Services","-37.81098009","2017","131-137 Lonsdale Street"
"602733",null,"Seats - Outdoor","Port Melbourne","Black Jack Cafe","144.920988",null,null,"32",12962,"Cafes and Restaurants","-37.82600955","2017","1 Phillip Court"
"650593",null,"Seats - Indoor","Melbourne (CBD)","CNK Korean Cuisine","144.9609484",null,null,"80",12963,"Cafes and Restaurants","-37.81131629","2017","2-20 Sutherland Street"
"593695",null,"Seats - Outdoor","East Melbourne","Kiwi Tribeca Fish Burger Bar","144.9856254",null,null,"5",13006,"Takeaway Food Services","-37.81004657","2017","158 Albert Street"
"622439",null,"Seats - Indoor","Docklands","Chia Chia","144.9450469",null,null,"44",13014,"Cafes and Restaurants","-37.82100111","2017","818-838 Collins Street"
"103613",null,"Seats - Outdoor","Melbourne (CBD)","65 Degrees ","144.9687244",null,null,"8",13015,"Cafes and Restaurants","-37.80874125","2017","309 Exhibition Street"
"103216",null,"Seats - Indoor","Melbourne (CBD)","Sargon Cafe La Trobe Street","144.9608495",null,null,"10",13034,"Takeaway Food Services","-37.8100143","2017","284-294 La Trobe Street"
"105459",null,"Seats - Indoor","Melbourne (CBD)","Frescatis Fine Foods","144.9552995",null,null,"90",13037,"Cafes and Restaurants","-37.81251859","2017","469-477 La Trobe Street"
"106105",null,"Seats - Indoor","Carlton","Cafe Notturno","144.9664967",null,null,"100",13043,"Cafes and Restaurants","-37.80144374","2017","177-183 Lygon Street"
"105937",null,"Seats - Indoor","Melbourne (CBD)","Syracuse Restaurant - Bar ","144.9600859",null,null,"80",13046,"Cafes and Restaurants","-37.81638558","2017","435-443 Little Collins Street"
"110273",null,"Seats - Outdoor","Parkville","Wild Dog","144.9514349",null,null,"42",13048,"Takeaway Food Services","-37.78428452","2017"," Elliott Avenue"
"105698",null,"Seats - Indoor","Melbourne (CBD)","Ramen Ya","144.9638386",null,null,"59",13061,"Cafes and Restaurants","-37.81245199","2017","269-321 Lonsdale Street"
"110591",null,"Seats - Indoor","Port Melbourne","Ignition Cafe","144.920481",null,null,"100",13069,"Catering Services","-37.82477016","2017","189-219 Salmon Street"
"111175",null,"Seats - Outdoor","Southbank","The Atlantic/The Den /The Oyster Bar & Grill/ Fish & Chippery by The Atlantic","144.9586604",null,null,"100",13078,"Cafes and Restaurants","-37.82312164","2017","8 Whiteman Street"
"108856",null,"Seats - Indoor","West Melbourne (Residential)","Hotel Spencer Bar & Dining Room","144.9492503",null,null,"90",13091,"Pubs, Taverns and Bars","-37.80956913","2017","475-477 Spencer Street"
"592858",null,"Seats - Indoor","Carlton","Bar Scopa ","144.9602088",null,null,"14",13093,"Cafes and Restaurants","-37.80290295","2017","127-133 Leicester Street"
"559301",null,"Seats - Outdoor","Melbourne (CBD)","The Firm Espresso Bar","144.9583529",null,null,"32",13095,"Cafes and Restaurants","-37.8130525","2017","458-468 Lonsdale Street"
"554417",null,"Seats - Indoor","Melbourne (CBD)","Francis Food & Coffee","144.9566627",null,null,"28",13106,"Cafes and Restaurants","-37.80967009","2017","243-263 Franklin Street"
"108102",null,"Seats - Indoor","Melbourne (CBD)","Goodovening","144.9604697",null,null,"30",13118,"Cafes and Restaurants","-37.81352285","2017","200-222 Queen Street"
"102109",null,"Seats - Indoor","Melbourne (CBD)","Choix Creperie Cafe","144.9543505",null,null,"16",13120,"Cafes and Restaurants","-37.81867544","2017","612-624 Collins Street"
"578319",null,"Seats - Outdoor","Melbourne (CBD)","Chocolate Buddha","144.9699175",null,null,"180",13131,"Cafes and Restaurants","-37.81784465","2017","2 Swanston Street"
"105928",null,"Seats - Outdoor","Melbourne (CBD)","Dinkum Pies","144.9642254",null,null,"24",13149,"Cafes and Restaurants","-37.81528948","2017","317-321 Little Collins Street"
"559405",null,"Seats - Outdoor","Melbourne (CBD)","Rex Tremendae","144.9558379",null,null,"14",13158,"Takeaway Food Services","-37.82001952","2017","547-555 Flinders Lane"
"609488",null,"Seats - Outdoor","Docklands","Platform 28","144.9498213",null,null,"90",13191,"Cafes and Restaurants","-37.81921015","2017","731-735 Bourke Street"
"103621",null,"Seats - Outdoor","Melbourne (CBD)","Locanda Italian Steakhouse","144.9706454",null,null,"34",13221,"Cafes and Restaurants","-37.81121462","2017","174-192 Exhibition Street"
"532170",null,"Seats - Indoor","Melbourne (CBD)","Little Rogue","144.9641447",null,null,"10",13244,"Takeaway Food Services","-37.8109685","2017","309 Swanston Street"
"599505",null,"Seats - Indoor","Docklands","De Gusto","144.947217",null,null,"34",13277,"Cafes and Restaurants","-37.81817241","2017","744-770 Bourke Street"
"110690",null,"Seats - Indoor","Melbourne (CBD)","Coffea Coffee","144.9572395",null,null,"26",13288,"Cafes and Restaurants","-37.80745984","2017","507-523 Elizabeth Street"
"106229",null,"Seats - Indoor","Carlton","Villa Romana","144.9673242",null,null,"200",13291,"Cafes and Restaurants","-37.80137656","2017","246-252 Lygon Street"
"103303",null,"Seats - Indoor","Melbourne (CBD)","Nene Chicken (Elizabeth St)","144.9611573",null,null,"30",13295,"Cafes and Restaurants","-37.80894909","2017","410-420 Elizabeth Street"
"109273",null,"Seats - Indoor","Melbourne (CBD)","Gopal's Vegetarian Restaurant","144.9657351",null,null,"80",13303,"Cafes and Restaurants","-37.8144111","2017","139-141 Swanston Street"
"106772",null,"Seats - Outdoor","Parkville","Parkville Store","144.9556719",null,null,"8",13304,"Cafes and Restaurants","-37.79525038","2017","52 Morrah Street"
"110535",null,"Seats - Indoor","Port Melbourne","Ocean View Cafe Port Melbourne","144.9052161",null,null,"50",13310,"Cafes and Restaurants","-37.82483593","2017","263-329 Lorimer Street"
"101226",null,"Seats - Indoor","Melbourne (CBD)","Bottega Restaurant","144.9710074",null,null,"130",13328,"Cafes and Restaurants","-37.81168307","2017","72-74 Bourke Street"
"597190",null,"Seats - Indoor","Southbank","Koko","144.9586604",null,null,"64",13375,"Cafes and Restaurants","-37.82312164","2017","8 Whiteman Street"
"105870",null,"Seats - Outdoor","Melbourne (CBD)","Kirk's Wine Bar","144.9613283",null,null,"34",13376,"Cafes and Restaurants","-37.81354346","2017","380-384 Little Bourke Street"
"105025",null,"Seats - Indoor","North Melbourne","Ample Cafe Bar","144.9536961",null,null,"55",13403,"Cafes and Restaurants","-37.80409478","2017","123-129 Howard Street"
"109291",null,"Seats - Indoor","Melbourne (CBD)","Mekong Vietnam","144.9647784",null,null,"50",13435,"Cafes and Restaurants","-37.81239263","2017","239-241 Swanston Street"
"105851",null,"Seats - Indoor","Melbourne (CBD)","Triim","144.9612043",null,null,"50",13468,"Cafes and Restaurants","-37.8138513","2017","393-397 Little Bourke Street"
"103205",null,"Seats - Indoor","Melbourne (CBD)","Old Town White Cafe","144.9615988",null,null,"100",13470,"Cafes and Restaurants","-37.81155119","2017","303-305 Elizabeth Street"
"617402",null,"Seats - Outdoor","North Melbourne","Pocket Cafe","144.9414027",null,null,"12",13479,"Cafes and Restaurants","-37.79501722","2017","11-41 Melrose Street"
"108625",null,"Seats - Outdoor","Melbourne (Remainder)","Cafe Rosco","144.9762096",null,null,"24",13518,"Cafes and Restaurants","-37.836275","2017","407B-407D St Kilda Road"
"108645",null,"Seats - Indoor","Melbourne (Remainder)","Ai Sushi ","144.9793123",null,null,"28",13522,"Cafes and Restaurants","-37.84459479","2017","517 St Kilda Road"
"105830",null,"Seats - Indoor","Melbourne (CBD)","SPQR Pizzeria","144.971363",null,null,"40",13534,"Cafes and Restaurants","-37.81092017","2017","43 Little Bourke Street"
"101137",null,"Seats - Outdoor","Melbourne (CBD)","Warra Warra","144.9665978",null,null,"20",13536,"Cafes and Restaurants","-37.81376503","2017","235-251 Bourke Street"
"105460",null,"Seats - Indoor","Melbourne (CBD)","Atrium 485","144.9549514",null,null,"32",13539,"Takeaway Food Services","-37.81275166","2017","479-495 La Trobe Street"
"102091",null,"Seats - Indoor","Melbourne (CBD)","Crema","144.9627888",null,null,"42",13541,"Cafes and Restaurants","-37.81722704","2017","351-357 Collins Street"
"613006",null,"Seats - Outdoor","Southbank","Boccata","144.9622689",null,null,"40",13545,"Cafes and Restaurants","-37.82266873","2017","28 Freshwater Place"
"589841",null,"Seats - Outdoor","Melbourne (CBD)","Movenpick Icecream","144.9657034",null,null,"50",13578,"Cafes and Restaurants","-37.810658","2017","221 Little Lonsdale Street"
"108629",null,"Seats - Outdoor","Melbourne (Remainder)","Japan Inn Gourmet Sushi","144.9771931",null,null,"16",13582,"Cafes and Restaurants","-37.83854242","2017","427-431 St Kilda Road"
"105491",null,"Seats - Indoor","Melbourne (CBD)","Shanghai Street / Momo Tea","144.9669433",null,null,"40",13583,"Cafes and Restaurants","-37.80829662","2017","58-66 La Trobe Street"
"109706",null,"Seats - Indoor","West Melbourne (Residential)","Warung Agus","144.9513664",null,null,"60",13596,"Cafes and Restaurants","-37.80562951","2017","297-307 Victoria Street"
"101052",null,"Seats - Indoor","Carlton","Haymarket Place","144.9589985",null,null,"47",13623,"Cafes and Restaurants","-37.80052523","2017","212 Berkeley Street"
